Date,Pays,Filiäre,Valeur (Mt),;
"2024-08,""Gräce"",""NuclÇaire"",,";
"2024-09,""Gräce"",""NuclÇaire"",,";
"2024-10,""Gräce"",""NuclÇaire"",,";
"2024-11,""Gräce"",""NuclÇaire"",,";
"2024-12,""Gräce"",""NuclÇaire"",,";
"2025-01,""Gräce"",""NuclÇaire"",,";
"2025-02,""Gräce"",""NuclÇaire"",,";
"2025-03,""Gräce"",""NuclÇaire"",,";
"2025-04,""Gräce"",""NuclÇaire"",,";
"2025-05,""Gräce"",""NuclÇaire"",,";
"2025-06,""Gräce"",""NuclÇaire"",,";
"2025-07,""Gräce"",""NuclÇaire"",,";
"2025-08,""Gräce"",""NuclÇaire"",,";
"2025-09,""Gräce"",""NuclÇaire"",,";
"2025-10,""Gräce"",""NuclÇaire"",,";
"2025-11,""Gräce"",""NuclÇaire"",,";
"2016-01,""Gräce"",""Emissions"",2,157662577";
"2016-02,""Gräce"",""Emissions"",1,481589281";
"2016-03,""Gräce"",""Emissions"",1,324998383";
"2016-04,""Gräce"",""Emissions"",1,127750738";
"2016-05,""Gräce"",""Emissions"",1,227673838";
"2016-06,""Gräce"",""Emissions"",1,580111524";
"2016-07,""Gräce"",""Emissions"",2,57994769";
"2016-08,""Gräce"",""Emissions"",1,832558011";
"2016-09,""Gräce"",""Emissions"",1,644434388";
"2016-10,""Gräce"",""Emissions"",1,808131929";
"2016-11,""Gräce"",""Emissions"",1,881993339";
"2016-12,""Gräce"",""Emissions"",2,382378997";
"2017-01,""Gräce"",""Emissions"",2,582872021";
"2017-02,""Gräce"",""Emissions"",2,125892274";
"2017-03,""Gräce"",""Emissions"",1,668079658";
"2017-04,""Gräce"",""Emissions"",1,47909231";
"2017-05,""Gräce"",""Emissions"",1,538744126";
"2017-06,""Gräce"",""Emissions"",1,845776286";
"2017-07,""Gräce"",""Emissions"",2,133425183";
"2017-08,""Gräce"",""Emissions"",2,84991891";
"2017-09,""Gräce"",""Emissions"",1,769147414";
"2017-10,""Gräce"",""Emissions"",1,970597928";
"2017-11,""Gräce"",""Emissions"",2,167487695";
"2017-12,""Gräce"",""Emissions"",1,964401841";
"2018-01,""Gräce"",""Emissions"",2,121294236";
"2018-02,""Gräce"",""Emissions"",1,80327928";
"2018-03,""Gräce"",""Emissions"",1,228984388";
"2018-04,""Gräce"",""Emissions"",1,1988681";
"2018-05,""Gräce"",""Emissions"",1,519352178";
"2018-06,""Gräce"",""Emissions"",1,845706213";
"2018-07,""Gräce"",""Emissions"",2,142343126";
"2018-08,""Gräce"",""Emissions"",2,23311531";
"2018-09,""Gräce"",""Emissions"",1,757615805";
"2018-10,""Gräce"",""Emissions"",1,649493602";
"2018-11,""Gräce"",""Emissions"",1,847775169";
"2018-12,""Gräce"",""Emissions"",2,30517532";
"2019-01,""Gräce"",""Emissions"",2,295619172";
"2019-02,""Gräce"",""Emissions"",1,484268523";
"2019-03,""Gräce"",""Emissions"",1,406193374";
"2019-04,""Gräce"",""Emissions"",1,343470906";
"2019-05,""Gräce"",""Emissions"",1,173930755";
"2019-06,""Gräce"",""Emissions"",1,478283532";
"2019-07,""Gräce"",""Emissions"",1,629144515";
"2019-08,""Gräce"",""Emissions"",1,584306119";
"2019-09,""Gräce"",""Emissions"",1,313260518";
"2019-10,""Gräce"",""Emissions"",1,335646603";
"2019-11,""Gräce"",""Emissions"",1,272090026";
"2019-12,""Gräce"",""Emissions"",1,470312112";
"2020-01,""Gräce"",""Emissions"",1,780734018";
"2020-02,""Gräce"",""Emissions"",1,299186652";
"2020-03,""Gräce"",""Emissions"",0,974387132";
"2020-04,""Gräce"",""Emissions"",0,825078158";
"2020-05,""Gräce"",""Emissions"",0,791065169";
"2020-06,""Gräce"",""Emissions"",0,861108918";
"2020-07,""Gräce"",""Emissions"",1,210774295";
"2020-08,""Gräce"",""Emissions"",1,17849445";
"2020-09,""Gräce"",""Emissions"",1,61746375";
"2020-10,""Gräce"",""Emissions"",0,985677343";
"2020-11,""Gräce"",""Emissions"",1,263887426";
"2020-12,""Gräce"",""Emissions"",1,611587754";
"2021-01,""Gräce"",""Emissions"",1,313308809";
"2021-02,""Gräce"",""Emissions"",0,907005544";
"2021-03,""Gräce"",""Emissions"",1,243414227";
"2021-04,""Gräce"",""Emissions"",1,147654846";
"2021-05,""Gräce"",""Emissions"",0,924213579";
"2021-06,""Gräce"",""Emissions"",1,145145567";
"2021-07,""Gräce"",""Emissions"",1,548092404";
"2021-08,""Gräce"",""Emissions"",1,638162379";
"2021-09,""Gräce"",""Emissions"",1,256144238";
"2021-10,""Gräce"",""Emissions"",1,220228225";
"2021-11,""Gräce"",""Emissions"",1,127895695";
"2021-12,""Gräce"",""Emissions"",1,329590847";
"2022-01,""Gräce"",""Emissions"",1,225993457";
"2022-02,""Gräce"",""Emissions"",1,89803537";
"2022-03,""Gräce"",""Emissions"",1,592059247";
"2022-04,""Gräce"",""Emissions"",0,561321068";
"2022-05,""Gräce"",""Emissions"",0,77021069";
"2022-06,""Gräce"",""Emissions"",1,211047557";
"2022-07,""Gräce"",""Emissions"",1,75484911";
"2022-08,""Gräce"",""Emissions"",1,752226068";
"2022-09,""Gräce"",""Emissions"",0,957608756";
"2022-10,""Gräce"",""Emissions"",0,65588746";
"2022-11,""Gräce"",""Emissions"",0,878934389";
"2022-12,""Gräce"",""Emissions"",1,199314918";
"2023-01,""Gräce"",""Emissions"",0,827536606";
"2023-02,""Gräce"",""Emissions"",1,31882934";
"2023-03,""Gräce"",""Emissions"",0,87410125";
"2023-04,""Gräce"",""Emissions"",0,774171184";
"2023-05,""Gräce"",""Emissions"",0,609587067";
"2023-06,""Gräce"",""Emissions"",0,853989741";
"2023-07,""Gräce"",""Emissions"",1,443898195";
"2023-08,""Gräce"",""Emissions"",1,101376885";
"2023-09,""Gräce"",""Emissions"",0,861399043";
"2023-10,""Gräce"",""Emissions"",0,95190405";
"2023-11,""Gräce"",""Emissions"",0,809634703";
"2023-12,""Gräce"",""Emissions"",1,19192423";
"2024-01,""Gräce"",""Emissions"",1,10917264";
"2024-02,""Gräce"",""Emissions"",0,881557206";
"2024-03,""Gräce"",""Emissions"",0,907197607";
"2024-04,""Gräce"",""Emissions"",0,735360538";
"2024-05,""Gräce"",""Emissions"",0,776581106";
"2024-06,""Gräce"",""Emissions"",1,65915234";
"2024-07,""Gräce"",""Emissions"",1,419851571";
"2024-08,""Gräce"",""Emissions"",1,229925434";
"2024-09,""Gräce"",""Emissions"",0,893220383";
"2024-10,""Gräce"",""Emissions"",0,691513695";
"2024-11,""Gräce"",""Emissions"",1,329551978";
"2024-12,""Gräce"",""Emissions"",1,364994187";
"2025-01,""Gräce"",""Emissions"",1,489725061";
"2025-02,""Gräce"",""Emissions"",1,472068015";
"2025-03,""Gräce"",""Emissions"",0,816499198";
"2025-04,""Gräce"",""Emissions"",0,598096128";
"2025-05,""Gräce"",""Emissions"",0,698554731";
"2025-06,""Gräce"",""Emissions"",0,936494683";
"2025-07,""Gräce"",""Emissions"",1,380035829";
"2025-08,""Gräce"",""Emissions"",0,938367165";
"2025-09,""Gräce"",""Emissions"",0,86187102";
"2025-10,""Gräce"",""Emissions"",0,982019936";
"2025-11,""Gräce"",""Emissions"",0,956583145";
"2016-01,""Croatie"",""Autre"",,";
"2016-02,""Croatie"",""Autre"",,";
"2016-03,""Croatie"",""Autre"",,";
"2016-04,""Croatie"",""Autre"",,";
"2016-05,""Croatie"",""Autre"",,";
"2016-06,""Croatie"",""Autre"",,";
"2016-07,""Croatie"",""Autre"",,";
"2016-08,""Croatie"",""Autre"",,";
"2016-09,""Croatie"",""Autre"",,";
"2016-10,""Croatie"",""Autre"",,";
"2016-11,""Croatie"",""Autre"",,";
"2016-12,""Croatie"",""Autre"",,";
"2017-01,""Croatie"",""Autre"",,";
"2017-02,""Croatie"",""Autre"",,";
"2017-03,""Croatie"",""Autre"",,";
"2017-04,""Croatie"",""Autre"",,";
"2017-05,""Croatie"",""Autre"",,";
"2017-06,""Croatie"",""Autre"",,";
"2017-07,""Croatie"",""Autre"",,";
"2017-08,""Croatie"",""Autre"",,";
"2017-09,""Croatie"",""Autre"",,";
"2017-10,""Croatie"",""Autre"",,";
"2017-11,""Croatie"",""Autre"",,";
"2017-12,""Croatie"",""Autre"",,";
"2018-01,""Croatie"",""Autre"",,";
"2018-02,""Croatie"",""Autre"",,";
"2018-03,""Croatie"",""Autre"",,";
"2018-04,""Croatie"",""Autre"",,";
"2018-05,""Croatie"",""Autre"",,";
"2018-06,""Croatie"",""Autre"",,";
"2018-07,""Croatie"",""Autre"",,";
"2018-08,""Croatie"",""Autre"",,";
"2018-09,""Croatie"",""Autre"",,";
"2018-10,""Croatie"",""Autre"",,";
"2018-11,""Croatie"",""Autre"",,";
"2018-12,""Croatie"",""Autre"",,";
"2019-01,""Croatie"",""Autre"",,";
"2019-02,""Croatie"",""Autre"",,";
"2019-03,""Croatie"",""Autre"",,";
"2019-04,""Croatie"",""Autre"",,";
"2019-05,""Croatie"",""Autre"",,";
"2019-06,""Croatie"",""Autre"",,";
"2019-07,""Croatie"",""Autre"",,";
"2019-08,""Croatie"",""Autre"",,";
"2019-09,""Croatie"",""Autre"",,";
"2019-10,""Croatie"",""Autre"",,";
"2019-11,""Croatie"",""Autre"",,";
"2019-12,""Croatie"",""Autre"",,";
"2020-01,""Croatie"",""Autre"",,";
"2020-02,""Croatie"",""Autre"",,";
"2020-03,""Croatie"",""Autre"",,";
"2020-04,""Croatie"",""Autre"",,";
"2020-05,""Croatie"",""Autre"",,";
"2020-06,""Croatie"",""Autre"",,";
"2020-07,""Croatie"",""Autre"",,";
"2020-08,""Croatie"",""Autre"",,";
"2020-09,""Croatie"",""Autre"",,";
"2020-10,""Croatie"",""Autre"",,";
"2020-11,""Croatie"",""Autre"",,";
"2020-12,""Croatie"",""Autre"",,";
"2021-01,""Croatie"",""Autre"",,";
"2021-02,""Croatie"",""Autre"",,";
"2021-03,""Croatie"",""Autre"",,";
"2021-04,""Croatie"",""Autre"",,";
"2021-05,""Croatie"",""Autre"",,";
"2021-06,""Croatie"",""Autre"",,";
"2021-07,""Croatie"",""Autre"",,";
"2021-08,""Croatie"",""Autre"",,";
"2021-09,""Croatie"",""Autre"",,";
"2021-10,""Croatie"",""Autre"",,";
"2021-11,""Croatie"",""Autre"",,";
"2021-12,""Croatie"",""Autre"",,";
"2022-01,""Croatie"",""Autre"",,";
"2022-02,""Croatie"",""Autre"",,";
"2022-03,""Croatie"",""Autre"",,";
"2022-04,""Croatie"",""Autre"",,";
"2022-05,""Croatie"",""Autre"",,";
"2022-06,""Croatie"",""Autre"",,";
"2022-07,""Croatie"",""Autre"",,";
"2022-08,""Croatie"",""Autre"",,";
"2022-09,""Croatie"",""Autre"",,";
"2022-10,""Croatie"",""Autre"",,";
"2022-11,""Croatie"",""Autre"",,";
"2022-12,""Croatie"",""Autre"",,";
"2023-01,""Croatie"",""Autre"",,";
"2023-02,""Croatie"",""Autre"",,";
"2023-03,""Croatie"",""Autre"",,";
"2023-04,""Croatie"",""Autre"",,";
"2023-05,""Croatie"",""Autre"",,";
"2023-06,""Croatie"",""Autre"",,";
"2023-07,""Croatie"",""Autre"",,";
"2023-08,""Croatie"",""Autre"",,";
"2023-09,""Croatie"",""Autre"",,";
"2023-10,""Croatie"",""Autre"",,";
"2023-11,""Croatie"",""Autre"",,";
"2023-12,""Croatie"",""Autre"",,";
"2024-01,""Croatie"",""Autre"",,";
"2024-02,""Croatie"",""Autre"",,";
"2024-03,""Croatie"",""Autre"",,";
"2024-04,""Croatie"",""Autre"",,";
"2024-05,""Croatie"",""Autre"",,";
"2024-06,""Croatie"",""Autre"",,";
"2024-07,""Croatie"",""Autre"",,";
"2024-08,""Croatie"",""Autre"",,";
"2024-09,""Croatie"",""Autre"",,";
"2024-10,""Croatie"",""Autre"",,";
"2024-11,""Croatie"",""Autre"",,";
"2024-12,""Croatie"",""Autre"",,";
"2025-01,""Croatie"",""Autre"",,";
"2025-02,""Croatie"",""Autre"",,";
"2025-03,""Croatie"",""Autre"",,";
"2025-04,""Croatie"",""Autre"",,";
"2025-05,""Croatie"",""Autre"",,";
"2025-06,""Croatie"",""Autre"",,";
"2025-07,""Croatie"",""Autre"",,";
"2025-08,""Croatie"",""Autre"",,";
"2025-09,""Croatie"",""Autre"",,";
"2025-10,""Croatie"",""Autre"",,";
"2025-11,""Croatie"",""Autre"",,";
"2016-01,""Croatie"",""Dechets"",,";
"2016-02,""Croatie"",""Dechets"",,";
"2016-03,""Croatie"",""Dechets"",,";
"2016-04,""Croatie"",""Dechets"",,";
"2016-05,""Croatie"",""Dechets"",,";
"2016-06,""Croatie"",""Dechets"",,";
"2016-07,""Croatie"",""Dechets"",,";
"2016-08,""Croatie"",""Dechets"",,";
"2016-09,""Croatie"",""Dechets"",,";
"2016-10,""Croatie"",""Dechets"",,";
"2016-11,""Croatie"",""Dechets"",,";
"2016-12,""Croatie"",""Dechets"",,";
"2017-01,""Croatie"",""Dechets"",,";
"2017-02,""Croatie"",""Dechets"",,";
"2017-03,""Croatie"",""Dechets"",,";
"2017-04,""Croatie"",""Dechets"",,";
"2017-05,""Croatie"",""Dechets"",,";
"2017-06,""Croatie"",""Dechets"",,";
"2017-07,""Croatie"",""Dechets"",,";
"2017-08,""Croatie"",""Dechets"",,";
"2017-09,""Croatie"",""Dechets"",,";
"2017-10,""Croatie"",""Dechets"",,";
"2017-11,""Croatie"",""Dechets"",,";
"2017-12,""Croatie"",""Dechets"",,";
"2018-01,""Croatie"",""Dechets"",,";
"2018-02,""Croatie"",""Dechets"",,";
"2018-03,""Croatie"",""Dechets"",,";
"2018-04,""Croatie"",""Dechets"",,";
"2018-05,""Croatie"",""Dechets"",,";
"2018-06,""Croatie"",""Dechets"",,";
"2018-07,""Croatie"",""Dechets"",,";
"2018-08,""Croatie"",""Dechets"",,";
"2018-09,""Croatie"",""Dechets"",,";
"2018-10,""Croatie"",""Dechets"",,";
"2018-11,""Croatie"",""Dechets"",,";
"2018-12,""Croatie"",""Dechets"",,";
"2019-01,""Croatie"",""Dechets"",,";
"2019-02,""Croatie"",""Dechets"",,";
"2019-03,""Croatie"",""Dechets"",,";
"2019-04,""Croatie"",""Dechets"",,";
"2019-05,""Croatie"",""Dechets"",,";
"2019-06,""Croatie"",""Dechets"",,";
"2019-07,""Croatie"",""Dechets"",,";
"2019-08,""Croatie"",""Dechets"",,";
"2019-09,""Croatie"",""Dechets"",0,54036";
"2019-10,""Croatie"",""Dechets"",0,602775";
"2019-11,""Croatie"",""Dechets"",0,6156";
"2019-12,""Croatie"",""Dechets"",0,1013175";
"2020-01,""Croatie"",""Dechets"",0,1659555";
"2020-02,""Croatie"",""Dechets"",0,1534725";
"2020-03,""Croatie"",""Dechets"",0,150993";
"2020-04,""Croatie"",""Dechets"",0,129276";
"2020-05,""Croatie"",""Dechets"",0,171513";
"2020-06,""Croatie"",""Dechets"",0,1474875";
"2020-07,""Croatie"",""Dechets"",0,80028";
"2020-08,""Croatie"",""Dechets"",0,1534725";
"2020-09,""Croatie"",""Dechets"",0,1803195";
"2020-10,""Croatie"",""Dechets"",0,2328165";
"2020-11,""Croatie"",""Dechets"",0,2314485";
"2020-12,""Croatie"",""Dechets"",0,2391435";
"2021-01,""Croatie"",""Dechets"",0,2129805";
"2021-02,""Croatie"",""Dechets"",0,172368";
"2021-03,""Croatie"",""Dechets"",0,246924";
"2021-04,""Croatie"",""Dechets"",0,2447865";
"2021-05,""Croatie"",""Dechets"",0,2348685";
"2021-06,""Croatie"",""Dechets"",0,204687";
"2021-07,""Croatie"",""Dechets"",0,2519685";
"2021-08,""Croatie"",""Dechets"",0,251028";
"2021-09,""Croatie"",""Dechets"",0,197847";
"2021-10,""Croatie"",""Dechets"",0,1890405";
"2021-11,""Croatie"",""Dechets"",0,184338";
"2021-12,""Croatie"",""Dechets"",0,2087055";
"2022-01,""Croatie"",""Dechets"",0,253251";
"2022-02,""Croatie"",""Dechets"",0,2275155";
"2022-03,""Croatie"",""Dechets"",0,232047";
"2022-04,""Croatie"",""Dechets"",0,245214";
"2022-05,""Croatie"",""Dechets"",0,3027726";
"2022-06,""Croatie"",""Dechets"",0,3118185";
"2022-07,""Croatie"",""Dechets"",0,29973735";
"2022-08,""Croatie"",""Dechets"",0,2078334";
"2022-09,""Croatie"",""Dechets"",0,3761487";
"2022-10,""Croatie"",""Dechets"",0,52726995";
"2022-11,""Croatie"",""Dechets"",0,4287141";
"2022-12,""Croatie"",""Dechets"",0,37006965";
"2023-01,""Croatie"",""Dechets"",0,36064755";
"2023-02,""Croatie"",""Dechets"",0,3515247";
"2023-03,""Croatie"",""Dechets"",0,27068445";
"2023-04,""Croatie"",""Dechets"",0,2851083";
"2023-05,""Croatie"",""Dechets"",0,3066885";
"2023-06,""Croatie"",""Dechets"",0,35355105";
"2023-07,""Croatie"",""Dechets"",0,38019285";
"2023-08,""Croatie"",""Dechets"",0,34064055";
"2023-09,""Croatie"",""Dechets"",0,3530124";
"2023-10,""Croatie"",""Dechets"",0,35206335";
"2023-11,""Croatie"",""Dechets"",0,44857575";
"2023-12,""Croatie"",""Dechets"",0,56785679999998";
"2024-01,""Croatie"",""Dechets"",0,56241900000001";
"2024-02,""Croatie"",""Dechets"",0,5227128";
"2024-03,""Croatie"",""Dechets"",0,56282940000001";
"2024-04,""Croatie"",""Dechets"",0,5259618";
"2024-05,""Croatie"",""Dechets"",0,4904622";
"2024-06,""Croatie"",""Dechets"",0,4361184";
"2024-07,""Croatie"",""Dechets"",0,3517128";
"2024-08,""Croatie"",""Dechets"",0,359955";
"2024-09,""Croatie"",""Dechets"",0,392616";
"2024-10,""Croatie"",""Dechets"",0,38091959999999";
"2024-11,""Croatie"",""Dechets"",0,4815702";
"2024-12,""Croatie"",""Dechets"",0,5228838";
"2025-01,""Croatie"",""Dechets"",0,5029452";
"2025-02,""Croatie"",""Dechets"",0,4817754";
"2025-03,""Croatie"",""Dechets"",0,5132736";
"2025-04,""Croatie"",""Dechets"",0,487008";
"2025-05,""Croatie"",""Dechets"",0,3769866";
"2025-06,""Croatie"",""Dechets"",0,3008232";
"2025-07,""Croatie"",""Dechets"",0,3220272";
"2025-08,""Croatie"",""Dechets"",0,287451";
"2025-09,""Croatie"",""Dechets"",0,2949408";
"2025-10,""Croatie"",""Dechets"",0,2666916";
"2025-11,""Croatie"",""Dechets"",0,30879180000001";
"2016-01,""Croatie"",""Biogaz"",,";
"2016-02,""Croatie"",""Biogaz"",,";
"2016-03,""Croatie"",""Biogaz"",,";
"2016-04,""Croatie"",""Biogaz"",,";
"2016-05,""Croatie"",""Biogaz"",,";
"2016-06,""Croatie"",""Biogaz"",,";
"2016-07,""Croatie"",""Biogaz"",,";
"2016-08,""Croatie"",""Biogaz"",,";
"2016-09,""Croatie"",""Biogaz"",,";
"2016-10,""Croatie"",""Biogaz"",,";
"2016-11,""Croatie"",""Biogaz"",,";
"2016-12,""Croatie"",""Biogaz"",,";
"2017-01,""Croatie"",""Biogaz"",,";
"2017-02,""Croatie"",""Biogaz"",,";
"2017-03,""Croatie"",""Biogaz"",,";
"2017-04,""Croatie"",""Biogaz"",,";
"2017-05,""Croatie"",""Biogaz"",,";
"2017-06,""Croatie"",""Biogaz"",,";
"2017-07,""Croatie"",""Biogaz"",,";
"2017-08,""Croatie"",""Biogaz"",,";
"2017-09,""Croatie"",""Biogaz"",,";
"2017-10,""Croatie"",""Biogaz"",,";
"2017-11,""Croatie"",""Biogaz"",,";
"2017-12,""Croatie"",""Biogaz"",,";
"2018-01,""Croatie"",""Biogaz"",,";
"2018-02,""Croatie"",""Biogaz"",,";
"2018-03,""Croatie"",""Biogaz"",,";
"2018-04,""Croatie"",""Biogaz"",,";
"2018-05,""Croatie"",""Biogaz"",,";
"2018-06,""Croatie"",""Biogaz"",,";
"2018-07,""Croatie"",""Biogaz"",,";
"2018-08,""Croatie"",""Biogaz"",,";
"2018-09,""Croatie"",""Biogaz"",,";
"2018-10,""Croatie"",""Biogaz"",,";
"2018-11,""Croatie"",""Biogaz"",,";
"2018-12,""Croatie"",""Biogaz"",,";
"2019-01,""Croatie"",""Biogaz"",,";
"2019-02,""Croatie"",""Biogaz"",,";
"2019-03,""Croatie"",""Biogaz"",,";
"2019-04,""Croatie"",""Biogaz"",,";
"2019-05,""Croatie"",""Biogaz"",,";
"2019-06,""Croatie"",""Biogaz"",,";
"2019-07,""Croatie"",""Biogaz"",,";
"2019-08,""Croatie"",""Biogaz"",,";
"2019-09,""Croatie"",""Biogaz"",,";
"2019-10,""Croatie"",""Biogaz"",,";
"2019-11,""Croatie"",""Biogaz"",,";
"2019-12,""Croatie"",""Biogaz"",,";
"2020-01,""Croatie"",""Biogaz"",,";
"2020-02,""Croatie"",""Biogaz"",,";
"2020-03,""Croatie"",""Biogaz"",,";
"2020-04,""Croatie"",""Biogaz"",,";
"2020-05,""Croatie"",""Biogaz"",,";
"2020-06,""Croatie"",""Biogaz"",,";
"2020-07,""Croatie"",""Biogaz"",,";
"2020-08,""Croatie"",""Biogaz"",,";
"2020-09,""Croatie"",""Biogaz"",,";
"2020-10,""Croatie"",""Biogaz"",,";
"2020-11,""Croatie"",""Biogaz"",,";
"2020-12,""Croatie"",""Biogaz"",,";
"2021-01,""Croatie"",""Biogaz"",,";
"2021-02,""Croatie"",""Biogaz"",,";
"2021-03,""Croatie"",""Biogaz"",,";
"2021-04,""Croatie"",""Biogaz"",,";
"2021-05,""Croatie"",""Biogaz"",,";
"2021-06,""Croatie"",""Biogaz"",,";
"2021-07,""Croatie"",""Biogaz"",,";
"2021-08,""Croatie"",""Biogaz"",,";
"2021-09,""Croatie"",""Biogaz"",,";
"2021-10,""Croatie"",""Biogaz"",,";
"2021-11,""Croatie"",""Biogaz"",,";
"2021-12,""Croatie"",""Biogaz"",,";
"2022-01,""Croatie"",""Biogaz"",,";
"2022-02,""Croatie"",""Biogaz"",,";
"2022-03,""Croatie"",""Biogaz"",,";
"2022-04,""Croatie"",""Biogaz"",,";
"2022-05,""Croatie"",""Biogaz"",,";
"2022-06,""Croatie"",""Biogaz"",,";
"2022-07,""Croatie"",""Biogaz"",,";
"2022-08,""Croatie"",""Biogaz"",,";
"2022-09,""Croatie"",""Biogaz"",,";
"2022-10,""Croatie"",""Biogaz"",,";
"2022-11,""Croatie"",""Biogaz"",,";
"2022-12,""Croatie"",""Biogaz"",,";
"2023-01,""Croatie"",""Biogaz"",,";
"2023-02,""Croatie"",""Biogaz"",,";
"2023-03,""Croatie"",""Biogaz"",,";
"2023-04,""Croatie"",""Biogaz"",,";
"2023-05,""Croatie"",""Biogaz"",,";
"2023-06,""Croatie"",""Biogaz"",,";
"2023-07,""Croatie"",""Biogaz"",,";
"2023-08,""Croatie"",""Biogaz"",,";
"2023-09,""Croatie"",""Biogaz"",,";
"2023-10,""Croatie"",""Biogaz"",,";
"2023-11,""Croatie"",""Biogaz"",,";
"2023-12,""Croatie"",""Biogaz"",,";
"2024-01,""Croatie"",""Biogaz"",,";
"2024-02,""Croatie"",""Biogaz"",,";
"2024-03,""Croatie"",""Biogaz"",,";
"2024-04,""Croatie"",""Biogaz"",,";
"2024-05,""Croatie"",""Biogaz"",,";
"2024-06,""Croatie"",""Biogaz"",,";
"2024-07,""Croatie"",""Biogaz"",,";
"2024-08,""Croatie"",""Biogaz"",,";
"2024-09,""Croatie"",""Biogaz"",,";
"2024-10,""Croatie"",""Biogaz"",,";
"2024-11,""Croatie"",""Biogaz"",,";
"2024-12,""Croatie"",""Biogaz"",,";
"2025-01,""Croatie"",""Biogaz"",,";
"2025-02,""Croatie"",""Biogaz"",,";
"2025-03,""Croatie"",""Biogaz"",,";
"2025-04,""Croatie"",""Biogaz"",,";
"2025-05,""Croatie"",""Biogaz"",,";
"2025-06,""Croatie"",""Biogaz"",,";
"2025-07,""Croatie"",""Biogaz"",,";
"2025-08,""Croatie"",""Biogaz"",,";
"2025-09,""Croatie"",""Biogaz"",,";
"2025-10,""Croatie"",""Biogaz"",,";
"2025-11,""Croatie"",""Biogaz"",,";
"2016-01,""Croatie"",""Biomasse"",,";
"2016-02,""Croatie"",""Biomasse"",,";
"2016-03,""Croatie"",""Biomasse"",,";
"2016-04,""Croatie"",""Biomasse"",,";
"2016-05,""Croatie"",""Biomasse"",,";
"2016-06,""Croatie"",""Biomasse"",,";
"2016-07,""Croatie"",""Biomasse"",,";
"2016-08,""Croatie"",""Biomasse"",,";
"2016-09,""Croatie"",""Biomasse"",,";
"2016-10,""Croatie"",""Biomasse"",,";
"2016-11,""Croatie"",""Biomasse"",,";
"2016-12,""Croatie"",""Biomasse"",,";
"2017-01,""Croatie"",""Biomasse"",,";
"2017-02,""Croatie"",""Biomasse"",,";
"2017-03,""Croatie"",""Biomasse"",,";
"2017-04,""Croatie"",""Biomasse"",,";
"2017-05,""Croatie"",""Biomasse"",,";
"2017-06,""Croatie"",""Biomasse"",,";
"2017-07,""Croatie"",""Biomasse"",,";
"2017-08,""Croatie"",""Biomasse"",,";
"2017-09,""Croatie"",""Biomasse"",,";
"2017-10,""Croatie"",""Biomasse"",,";
"2017-11,""Croatie"",""Biomasse"",,";
"2017-12,""Croatie"",""Biomasse"",,";
"2018-01,""Croatie"",""Biomasse"",,";
"2018-02,""Croatie"",""Biomasse"",,";
"2018-03,""Croatie"",""Biomasse"",,";
"2018-04,""Croatie"",""Biomasse"",,";
"2018-05,""Croatie"",""Biomasse"",,";
"2018-06,""Croatie"",""Biomasse"",,";
"2018-07,""Croatie"",""Biomasse"",,";
"2018-08,""Croatie"",""Biomasse"",,";
"2018-09,""Croatie"",""Biomasse"",,";
"2018-10,""Croatie"",""Biomasse"",,";
"2018-11,""Croatie"",""Biomasse"",,";
"2018-12,""Croatie"",""Biomasse"",,";
"2019-01,""Croatie"",""Biomasse"",,";
"2019-02,""Croatie"",""Biomasse"",,";
"2019-03,""Croatie"",""Biomasse"",,";
"2019-04,""Croatie"",""Biomasse"",,";
"2019-05,""Croatie"",""Biomasse"",,";
"2019-06,""Croatie"",""Biomasse"",,";
"2019-07,""Croatie"",""Biomasse"",,";
"2019-08,""Croatie"",""Biomasse"",,";
"2019-09,""Croatie"",""Biomasse"",,";
"2019-10,""Croatie"",""Biomasse"",,";
"2019-11,""Croatie"",""Biomasse"",,";
"2019-12,""Croatie"",""Biomasse"",,";
"2020-01,""Croatie"",""Biomasse"",,";
"2020-02,""Croatie"",""Biomasse"",,";
"2020-03,""Croatie"",""Biomasse"",,";
"2020-04,""Croatie"",""Biomasse"",,";
"2020-05,""Croatie"",""Biomasse"",,";
"2020-06,""Croatie"",""Biomasse"",,";
"2020-07,""Croatie"",""Biomasse"",,";
"2020-08,""Croatie"",""Biomasse"",,";
"2020-09,""Croatie"",""Biomasse"",,";
"2020-10,""Croatie"",""Biomasse"",,";
"2020-11,""Croatie"",""Biomasse"",,";
"2020-12,""Croatie"",""Biomasse"",,";
"2021-01,""Croatie"",""Biomasse"",,";
"2021-02,""Croatie"",""Biomasse"",,";
"2021-03,""Croatie"",""Biomasse"",,";
"2021-04,""Croatie"",""Biomasse"",,";
"2021-05,""Croatie"",""Biomasse"",,";
"2021-06,""Croatie"",""Biomasse"",,";
"2021-07,""Croatie"",""Biomasse"",,";
"2021-08,""Croatie"",""Biomasse"",,";
"2021-09,""Croatie"",""Biomasse"",,";
"2021-10,""Croatie"",""Biomasse"",,";
"2021-11,""Croatie"",""Biomasse"",,";
"2021-12,""Croatie"",""Biomasse"",,";
"2022-01,""Croatie"",""Biomasse"",,";
"2022-02,""Croatie"",""Biomasse"",,";
"2022-03,""Croatie"",""Biomasse"",,";
"2022-04,""Croatie"",""Biomasse"",,";
