Date;Pays;Filière;Valeur (TWh)
2018-11;Grèce;Consommation brute;4,037960091
2018-12;Grèce;Consommation brute;4,780996288
2019-01;Grèce;Consommation brute;5,092506485
2019-02;Grèce;Consommation brute;4,317865148
2019-03;Grèce;Consommation brute;4,211675679
2019-04;Grèce;Consommation brute;3,880577236
2019-05;Grèce;Consommation brute;3,858875182
2019-06;Grèce;Consommation brute;4,421794113
2019-07;Grèce;Consommation brute;4,99196256
2019-08;Grèce;Consommation brute;4,950820903
2019-09;Grèce;Consommation brute;4,076495432
2019-10;Grèce;Consommation brute;3,724306295
2019-11;Grèce;Consommation brute;3,726870789
2019-12;Grèce;Consommation brute;4,430020434
2020-01;Grèce;Consommation brute;4,848514319
2020-02;Grèce;Consommation brute;4,196840288
2020-03;Grèce;Consommation brute;4,032958913
2020-04;Grèce;Consommation brute;3,396175681
2020-05;Grèce;Consommation brute;3,454341579
2020-06;Grèce;Consommation brute;3,773541173
2020-07;Grèce;Consommation brute;4,870159963
2020-08;Grèce;Consommation brute;4,617169015
2020-09;Grèce;Consommation brute;4,044011509
2020-10;Grèce;Consommation brute;3,647513509
2020-11;Grèce;Consommation brute;3,806163782
2020-12;Grèce;Consommation brute;4,186196051
2021-01;Grèce;Consommation brute;4,369290139
2021-02;Grèce;Consommation brute;3,955147308
2021-03;Grèce;Consommation brute;4,145610171
2021-04;Grèce;Consommation brute;3,695650697
2021-05;Grèce;Consommation brute;3,654754214
2021-06;Grèce;Consommation brute;4,184272311
2021-07;Grèce;Consommation brute;5,539748448
2021-08;Grèce;Consommation brute;5,199704111
2021-09;Grèce;Consommation brute;3,966631006
2021-10;Grèce;Consommation brute;3,906951
2021-11;Grèce;Consommation brute;3,973572
2021-12;Grèce;Consommation brute;4,578455
2022-01;Grèce;Consommation brute;4,744065
2022-02;Grèce;Consommation brute;4,09593
2022-03;Grèce;Consommation brute;4,595679
2022-04;Grèce;Consommation brute;3,512871
2022-05;Grèce;Consommation brute;3,69384
2022-06;Grèce;Consommation brute;4,154584
2022-07;Grèce;Consommation brute;4,895493
2022-08;Grèce;Consommation brute;4,496552
2022-09;Grèce;Consommation brute;3,729878
2022-10;Grèce;Consommation brute;3,424502
2022-11;Grèce;Consommation brute;3,480187
2022-12;Grèce;Consommation brute;3,926869
2023-01;Grèce;Consommation brute;4,028015
2023-02;Grèce;Consommation brute;3,856162
2023-03;Grèce;Consommation brute;3,791511
2023-04;Grèce;Consommation brute;3,35254
2023-05;Grèce;Consommation brute;3,503107
2023-06;Grèce;Consommation brute;3,767608
2023-07;Grèce;Consommation brute;5,493952
2023-08;Grèce;Consommation brute;4,947508
2023-09;Grèce;Consommation brute;3,878175
2023-10;Grèce;Consommation brute;3,646515
2023-11;Grèce;Consommation brute;3,559673
2023-12;Grèce;Consommation brute;4,052501
2024-01;Grèce;Consommation brute;4,362166
2024-02;Grèce;Consommation brute;3,874144
2024-03;Grèce;Consommation brute;3,714552
2024-04;Grèce;Consommation brute;3,384378
2024-05;Grèce;Consommation brute;3,469332
2024-06;Grèce;Consommation brute;4,819198
2024-07;Grèce;Consommation brute;5,797277
2024-08;Grèce;Consommation brute;5,094664
2024-09;Grèce;Consommation brute;4,047886
2024-10;Grèce;Consommation brute;3,755096
2024-11;Grèce;Consommation brute;3,918151
2024-12;Grèce;Consommation brute;4,209381
2025-01;Grèce;Consommation brute;4,302645
2025-02;Grèce;Consommation brute;4,168374
2025-03;Grèce;Consommation brute;3,923578
2025-04;Grèce;Consommation brute;3,580389
2025-05;Grèce;Consommation brute;3,586788
2025-06;Grèce;Consommation brute;4,469183
2025-07;Grèce;Consommation brute;5,643983
2025-08;Grèce;Consommation brute;4,675495
2025-09;Grèce;Consommation brute;4,127187
2025-10;Grèce;Consommation brute;3,751807
2025-11;Grèce;Consommation brute;3,755537
2016-01;Croatie;Consommation brute;1,525893
2016-02;Croatie;Consommation brute;1,367846
2016-03;Croatie;Consommation brute;1,443521
2016-04;Croatie;Consommation brute;1,259678
2016-05;Croatie;Consommation brute;1,283482
2016-06;Croatie;Consommation brute;1,29727
2016-07;Croatie;Consommation brute;1,529188
2016-08;Croatie;Consommation brute;1,42211
2016-09;Croatie;Consommation brute;1,367319
2016-10;Croatie;Consommation brute;1,404277
2016-11;Croatie;Consommation brute;1,450014
2016-12;Croatie;Consommation brute;1,626318
2017-01;Croatie;Consommation brute;1,744788
2017-02;Croatie;Consommation brute;1,424576
2017-03;Croatie;Consommation brute;1,433082
2017-04;Croatie;Consommation brute;1,333436
2017-05;Croatie;Consommation brute;1,360565
2017-06;Croatie;Consommation brute;1,429749
2017-07;Croatie;Consommation brute;1,600441
2017-08;Croatie;Consommation brute;1,626832
2017-09;Croatie;Consommation brute;1,376389
2017-10;Croatie;Consommation brute;1,414323
2017-11;Croatie;Consommation brute;1,47346
2017-12;Croatie;Consommation brute;1,637808
2018-01;Croatie;Consommation brute;1,574671
2018-02;Croatie;Consommation brute;1,549718
2018-03;Croatie;Consommation brute;1,664187
2018-04;Croatie;Consommation brute;1,347643
2018-05;Croatie;Consommation brute;1,39038
2018-06;Croatie;Consommation brute;1,429183
2018-07;Croatie;Consommation brute;1,60043
2018-08;Croatie;Consommation brute;1,676513
2018-09;Croatie;Consommation brute;1,428041
2018-10;Croatie;Consommation brute;1,418121
2018-11;Croatie;Consommation brute;1,454418
2018-12;Croatie;Consommation brute;1,641474
2019-01;Croatie;Consommation brute;1,688534
2019-02;Croatie;Consommation brute;1,444439
2019-03;Croatie;Consommation brute;1,462497
2019-04;Croatie;Consommation brute;1,372326
2019-05;Croatie;Consommation brute;1,420186
2019-06;Croatie;Consommation brute;1,471975
2019-07;Croatie;Consommation brute;1,634014
2019-08;Croatie;Consommation brute;1,6256
2019-09;Croatie;Consommation brute;1,398096
2019-10;Croatie;Consommation brute;1,391798
2019-11;Croatie;Consommation brute;1,40319
2019-12;Croatie;Consommation brute;1,554185
2020-01;Croatie;Consommation brute;1,607132
2020-02;Croatie;Consommation brute;1,428504
2020-03;Croatie;Consommation brute;1,448764
2020-04;Croatie;Consommation brute;1,189418
2020-05;Croatie;Consommation brute;1,20176
2020-06;Croatie;Consommation brute;1,260155
2020-07;Croatie;Consommation brute;1,494828
2020-08;Croatie;Consommation brute;1,530308
2020-09;Croatie;Consommation brute;1,336567
2020-10;Croatie;Consommation brute;1,40602
2020-11;Croatie;Consommation brute;1,458557
2020-12;Croatie;Consommation brute;1,571228
2021-01;Croatie;Consommation brute;1,62384
2021-02;Croatie;Consommation brute;1,447967
2021-03;Croatie;Consommation brute;1,558797
2021-04;Croatie;Consommation brute;1,431469
2021-05;Croatie;Consommation brute;1,342142
2021-06;Croatie;Consommation brute;1,431886
2021-07;Croatie;Consommation brute;1,657504
2021-08;Croatie;Consommation brute;1,608168
2021-09;Croatie;Consommation brute;1,406244
2021-10;Croatie;Consommation brute;1,470058
2021-11;Croatie;Consommation brute;1,487036
2021-12;Croatie;Consommation brute;1,687703
2022-01;Croatie;Consommation brute;1,676989
2022-02;Croatie;Consommation brute;1,478954
2022-03;Croatie;Consommation brute;1,616757
2022-04;Croatie;Consommation brute;1,426821
2022-05;Croatie;Consommation brute;1,374348
2022-06;Croatie;Consommation brute;1,497616
2022-07;Croatie;Consommation brute;1,709487
2022-08;Croatie;Consommation brute;1,593458
2022-09;Croatie;Consommation brute;1,39163
2022-10;Croatie;Consommation brute;1,345999
2022-11;Croatie;Consommation brute;1,406092
2022-12;Croatie;Consommation brute;1,5799085
2023-01;Croatie;Consommation brute;1,580139
2023-02;Croatie;Consommation brute;1,4891195
2023-03;Croatie;Consommation brute;1,50583075
2023-04;Croatie;Consommation brute;1,37991225
2023-05;Croatie;Consommation brute;1,357474
2023-06;Croatie;Consommation brute;1,39368925
2023-07;Croatie;Consommation brute;1,666031
2023-08;Croatie;Consommation brute;1,60549675
2023-09;Croatie;Consommation brute;1,4102435
2023-10;Croatie;Consommation brute;1,377104
2023-11;Croatie;Consommation brute;1,4697925
2023-12;Croatie;Consommation brute;1,60465675
2024-01;Croatie;Consommation brute;1,66100125
2024-02;Croatie;Consommation brute;1,44186225
2024-03;Croatie;Consommation brute;1,458166
2024-04;Croatie;Consommation brute;1,30368675
2024-05;Croatie;Consommation brute;1,32716125
2024-06;Croatie;Consommation brute;1,441548
2024-07;Croatie;Consommation brute;1,80648075
2024-08;Croatie;Consommation brute;1,7605935
2024-09;Croatie;Consommation brute;1,4579875
2024-10;Croatie;Consommation brute;1,40742825
2024-11;Croatie;Consommation brute;1,52710325
2024-12;Croatie;Consommation brute;1,69810075
2025-01;Croatie;Consommation brute;1,7035565
2025-02;Croatie;Consommation brute;1,5426185
2025-03;Croatie;Consommation brute;1,527403
2025-04;Croatie;Consommation brute;1,34860225
2025-05;Croatie;Consommation brute;1,30099225
2025-06;Croatie;Consommation brute;1,45543575
2025-07;Croatie;Consommation brute;1,65333375
2025-08;Croatie;Consommation brute;1,5527135
2025-09;Croatie;Consommation brute;1,40224275
2025-10;Croatie;Consommation brute;1,4685485
2025-11;Croatie;Consommation brute;1,53853025
2016-01;Hongrie;Consommation brute;3,788603554
2016-02;Hongrie;Consommation brute;3,471524227
2016-03;Hongrie;Consommation brute;3,551025076
2016-04;Hongrie;Consommation brute;3,303819014
2016-05;Hongrie;Consommation brute;3,345499341
2016-06;Hongrie;Consommation brute;3,373718325
2016-07;Hongrie;Consommation brute;3,443584168
2016-08;Hongrie;Consommation brute;3,342930912
2016-09;Hongrie;Consommation brute;3,317387926
2016-10;Hongrie;Consommation brute;3,55917148
2016-11;Hongrie;Consommation brute;3,628045165
2016-12;Hongrie;Consommation brute;3,761204742
2017-01;Hongrie;Consommation brute;4,064729963
2017-02;Hongrie;Consommation brute;3,526191263
2017-03;Hongrie;Consommation brute;3,605764304
2017-04;Hongrie;Consommation brute;3,32984266
2017-05;Hongrie;Consommation brute;3,431822893
2017-06;Hongrie;Consommation brute;3,449837983
2017-07;Hongrie;Consommation brute;3,488164436
2017-08;Hongrie;Consommation brute;3,591503297
2017-09;Hongrie;Consommation brute;3,437116764
2017-10;Hongrie;Consommation brute;3,598632605
2017-11;Hongrie;Consommation brute;3,685259221
2017-12;Hongrie;Consommation brute;3,749937642
2018-01;Hongrie;Consommation brute;3,889568492
2018-02;Hongrie;Consommation brute;3,640214628
2018-03;Hongrie;Consommation brute;3,868421959
2018-04;Hongrie;Consommation brute;3,35177492
2018-05;Hongrie;Consommation brute;3,462742951
2018-06;Hongrie;Consommation brute;3,500066052
2018-07;Hongrie;Consommation brute;3,506838998
2018-08;Hongrie;Consommation brute;3,603576903
2018-09;Hongrie;Consommation brute;3,396168355
2018-10;Hongrie;Consommation brute;3,558791921
2018-11;Hongrie;Consommation brute;3,670655205
2018-12;Hongrie;Consommation brute;3,860725943
2019-01;Hongrie;Consommation brute;4,098651276
2019-02;Hongrie;Consommation brute;3,581901459
2019-03;Hongrie;Consommation brute;3,681086382
2019-04;Hongrie;Consommation brute;3,41640737
2019-05;Hongrie;Consommation brute;3,564102093
2019-06;Hongrie;Consommation brute;3,540950238
2019-07;Hongrie;Consommation brute;3,576903767
2019-08;Hongrie;Consommation brute;3,544377189
2019-09;Hongrie;Consommation brute;3,403424168
2019-10;Hongrie;Consommation brute;3,640182044
2019-11;Hongrie;Consommation brute;3,697250137
2019-12;Hongrie;Consommation brute;3,793434559
2020-01;Hongrie;Consommation brute;4,140788711
2020-02;Hongrie;Consommation brute;3,702708802
2020-03;Hongrie;Consommation brute;3,730156375
2020-04;Hongrie;Consommation brute;3,064957267
2020-05;Hongrie;Consommation brute;3,149521058
2020-06;Hongrie;Consommation brute;3,225577634
2020-07;Hongrie;Consommation brute;3,508233891
2020-08;Hongrie;Consommation brute;3,42871935
2020-09;Hongrie;Consommation brute;3,41313527
2020-10;Hongrie;Consommation brute;3,757041224
2020-11;Hongrie;Consommation brute;3,893136509
2020-12;Hongrie;Consommation brute;3,89276458
2021-01;Hongrie;Consommation brute;4,041323438
2021-02;Hongrie;Consommation brute;3,726731953
2021-03;Hongrie;Consommation brute;3,849577931
2021-04;Hongrie;Consommation brute;3,509617434
2021-05;Hongrie;Consommation brute;3,439798094
2021-06;Hongrie;Consommation brute;3,557464004
2021-07;Hongrie;Consommation brute;3,765739789
2021-08;Hongrie;Consommation brute;3,478541099
2021-09;Hongrie;Consommation brute;3,374234592
2021-10;Hongrie;Consommation brute;3,725844626
2021-11;Hongrie;Consommation brute;3,914022704
2021-12;Hongrie;Consommation brute;4,144405957
2022-01;Hongrie;Consommation brute;4,255495743
2022-02;Hongrie;Consommation brute;3,730596733
2022-03;Hongrie;Consommation brute;3,921133882
2022-04;Hongrie;Consommation brute;3,506234071
2022-05;Hongrie;Consommation brute;3,421320741
2022-06;Hongrie;Consommation brute;3,422813782
2022-07;Hongrie;Consommation brute;3,55312026
2022-08;Hongrie;Consommation brute;3,411789985
2022-09;Hongrie;Consommation brute;3,302064151
2022-10;Hongrie;Consommation brute;3,418047077
2022-11;Hongrie;Consommation brute;3,647249132
2022-12;Hongrie;Consommation brute;3,827591774
2023-01;Hongrie;Consommation brute;3,910643232
2023-02;Hongrie;Consommation brute;3,600044715
2023-03;Hongrie;Consommation brute;3,659303984
2023-04;Hongrie;Consommation brute;3,287998263
2023-05;Hongrie;Consommation brute;3,212365998
2023-06;Hongrie;Consommation brute;3,154488046
2023-07;Hongrie;Consommation brute;3,352851906
2023-08;Hongrie;Consommation brute;3,344934526
2023-09;Hongrie;Consommation brute;3,224799568
2023-10;Hongrie;Consommation brute;3,434398842
2023-11;Hongrie;Consommation brute;3,829659199
2023-12;Hongrie;Consommation brute;4,077123614
2024-01;Hongrie;Consommation brute;4,256857351
2024-02;Hongrie;Consommation brute;3,627772932
2024-03;Hongrie;Consommation brute;3,578639971
2024-04;Hongrie;Consommation brute;3,207636655
2024-05;Hongrie;Consommation brute;3,186750664
2024-06;Hongrie;Consommation brute;3,310056111
2024-07;Hongrie;Consommation brute;3,617015672
2024-08;Hongrie;Consommation brute;3,489385115
2024-09;Hongrie;Consommation brute;3,401358998
2024-10;Hongrie;Consommation brute;3,592477585
2024-11;Hongrie;Consommation brute;4,008494674
2024-12;Hongrie;Consommation brute;4,091084904
2025-01;Hongrie;Consommation brute;4,273269644
2025-02;Hongrie;Consommation brute;3,904089973
2025-03;Hongrie;Consommation brute;3,77851277
2025-04;Hongrie;Consommation brute;3,223111312
2025-05;Hongrie;Consommation brute;3,242337702
2025-06;Hongrie;Consommation brute;3,188762021
2025-07;Hongrie;Consommation brute;3,375765865
2025-08;Hongrie;Consommation brute;3,185925775
2025-09;Hongrie;Consommation brute;3,266410441
2025-10;Hongrie;Consommation brute;3,671385072
2025-11;Hongrie;Consommation brute;3,975691142
2016-01;Italie;Consommation brute;24,373957
2016-02;Italie;Consommation brute;23,449873
2016-03;Italie;Consommation brute;23,839492
2016-04;Italie;Consommation brute;21,607392
2016-05;Italie;Consommation brute;22,466253
2016-06;Italie;Consommation brute;23,086428
2016-07;Italie;Consommation brute;26,526322
2016-08;Italie;Consommation brute;22,06313
2016-09;Italie;Consommation brute;24,030554
2016-10;Italie;Consommation brute;23,54517
2016-11;Italie;Consommation brute;23,906225
2016-12;Italie;Consommation brute;24,368173
2017-01;Italie;Consommation brute;25,940183
2017-02;Italie;Consommation brute;23,118981
2017-03;Italie;Consommation brute;24,110673
2017-04;Italie;Consommation brute;21,237589
2017-05;Italie;Consommation brute;23,00626
2017-06;Italie;Consommation brute;25,191449
2017-07;Italie;Consommation brute;27,083238
2017-08;Italie;Consommation brute;24,457626
2017-09;Italie;Consommation brute;23,789371
2017-10;Italie;Consommation brute;24,102492
2017-11;Italie;Consommation brute;24,533516
2017-12;Italie;Consommation brute;24,875641
2018-01;Italie;Consommation brute;25,336558
2018-02;Italie;Consommation brute;24,314428
2018-03;Italie;Consommation brute;25,629551
2018-04;Italie;Consommation brute;22,016351
2018-05;Italie;Consommation brute;23,922267
2018-06;Italie;Consommation brute;24,755214
2018-07;Italie;Consommation brute;28,069069
2018-08;Italie;Consommation brute;24,516215
2018-09;Italie;Consommation brute;24,855997
2018-10;Italie;Consommation brute;24,740602
2018-11;Italie;Consommation brute;24,335772
2018-12;Italie;Consommation brute;24,760812
2019-01;Italie;Consommation brute;26,59572
2019-02;Italie;Consommation brute;23,703625
2019-03;Italie;Consommation brute;24,28924
2019-04;Italie;Consommation brute;22,045511
2019-05;Italie;Consommation brute;23,1337
2019-06;Italie;Consommation brute;25,555177
2019-07;Italie;Consommation brute;29,01388
2019-08;Italie;Consommation brute;24,540389
2019-09;Italie;Consommation brute;24,454184
2019-10;Italie;Consommation brute;23,847532
2019-11;Italie;Consommation brute;23,589101
2019-12;Italie;Consommation brute;23,380642
2020-01;Italie;Consommation brute;25,119461
2020-02;Italie;Consommation brute;23,346331
2020-03;Italie;Consommation brute;21,217591
2020-04;Italie;Consommation brute;17,437278
2020-05;Italie;Consommation brute;20,086693
2020-06;Italie;Consommation brute;21,529229
2020-07;Italie;Consommation brute;26,258728
2020-08;Italie;Consommation brute;23,735699
2020-09;Italie;Consommation brute;23,978527
2020-10;Italie;Consommation brute;23,572913
2020-11;Italie;Consommation brute;23,063205
2020-12;Italie;Consommation brute;23,852155
2021-01;Italie;Consommation brute;24,84348
2021-02;Italie;Consommation brute;22,540738
2021-03;Italie;Consommation brute;23,991373
2021-04;Italie;Consommation brute;21,85465
2021-05;Italie;Consommation brute;21,925247
2021-06;Italie;Consommation brute;24,627532
2021-07;Italie;Consommation brute;27,596245
2021-08;Italie;Consommation brute;24,288242
2021-09;Italie;Consommation brute;24,416474
2021-10;Italie;Consommation brute;23,868243
2021-11;Italie;Consommation brute;24,182539
2021-12;Italie;Consommation brute;25,157485
2022-01;Italie;Consommation brute;25,059561
2022-02;Italie;Consommation brute;23,131238
2022-03;Italie;Consommation brute;24,906569
2022-04;Italie;Consommation brute;21,91542
2022-05;Italie;Consommation brute;23,321009
2022-06;Italie;Consommation brute;25,406215
2022-07;Italie;Consommation brute;28,257849
2022-08;Italie;Consommation brute;23,531471
2022-09;Italie;Consommation brute;23,341244
2022-10;Italie;Consommation brute;22,122683
2022-11;Italie;Consommation brute;22,523601
2022-12;Italie;Consommation brute;22,727558
2023-01;Italie;Consommation brute;23,819692
2023-02;Italie;Consommation brute;22,627295
2023-03;Italie;Consommation brute;23,463565
2023-04;Italie;Consommation brute;20,667878
2023-05;Italie;Consommation brute;21,587382
2023-06;Italie;Consommation brute;22,573035
2023-07;Italie;Consommation brute;26,964786
2023-08;Italie;Consommation brute;22,841425
2023-09;Italie;Consommation brute;23,275198
2023-10;Italie;Consommation brute;23,041944
2023-11;Italie;Consommation brute;22,586546
2023-12;Italie;Consommation brute;22,690801
2024-01;Italie;Consommation brute;24,209484
2024-02;Italie;Consommation brute;22,797949
2024-03;Italie;Consommation brute;22,920281
2024-04;Italie;Consommation brute;20,594146
2024-05;Italie;Consommation brute;21,652433
2024-06;Italie;Consommation brute;22,532012
2024-07;Italie;Consommation brute;27,929871
2024-08;Italie;Consommation brute;24,789303
2024-09;Italie;Consommation brute;22,862156
2024-10;Italie;Consommation brute;22,817085
2024-11;Italie;Consommation brute;22,599703
2024-12;Italie;Consommation brute;23,370551
2025-01;Italie;Consommation brute;24,53612125
2025-02;Italie;Consommation brute;22,41440825
2025-03;Italie;Consommation brute;22,831395
2025-04;Italie;Consommation brute;20,470967
2025-05;Italie;Consommation brute;21,125666
2025-06;Italie;Consommation brute;24,4432495
2025-07;Italie;Consommation brute;26,6688055
2025-08;Italie;Consommation brute;22,14600775
2025-09;Italie;Consommation brute;23,0197765
2025-10;Italie;Consommation brute;22,555793
2025-11;Italie;Consommation brute;22,943276
2016-01;Lituanie;Consommation brute;1,069077
2016-02;Lituanie;Consommation brute;0,911547
2016-03;Lituanie;Consommation brute;0,958269
2016-04;Lituanie;Consommation brute;0,879115
2016-05;Lituanie;Consommation brute;0,878869
2016-06;Lituanie;Consommation brute;0,8452
2016-07;Lituanie;Consommation brute;0,859424
2016-08;Lituanie;Consommation brute;0,898422
2016-09;Lituanie;Consommation brute;0,876457
2016-10;Lituanie;Consommation brute;0,958496
2016-11;Lituanie;Consommation brute;0,986785
2016-12;Lituanie;Consommation brute;1,02178034
2017-01;Lituanie;Consommation brute;1,09909162
2017-02;Lituanie;Consommation brute;0,972937489
2017-03;Lituanie;Consommation brute;1,003627358
2017-04;Lituanie;Consommation brute;0,92139024
2017-05;Lituanie;Consommation brute;0,927456141
2017-06;Lituanie;Consommation brute;0,881649711
2017-07;Lituanie;Consommation brute;0,8891055
2017-08;Lituanie;Consommation brute;0,94703796
2017-09;Lituanie;Consommation brute;0,942151541
2017-10;Lituanie;Consommation brute;1,027848509
2017-11;Lituanie;Consommation brute;1,03697754
2017-12;Lituanie;Consommation brute;1,03187699
2018-01;Lituanie;Consommation brute;1,123586979
2018-02;Lituanie;Consommation brute;1,031475721
2018-03;Lituanie;Consommation brute;1,103680922
2018-04;Lituanie;Consommation brute;0,912230071
2018-05;Lituanie;Consommation brute;0,962058389
2018-06;Lituanie;Consommation brute;0,922875941
2018-07;Lituanie;Consommation brute;0,95923425
2018-08;Lituanie;Consommation brute;0,973036169
2018-09;Lituanie;Consommation brute;0,9363294
2018-10;Lituanie;Consommation brute;1,033191878
2018-11;Lituanie;Consommation brute;1,067032499
2018-12;Lituanie;Consommation brute;1,125487519
2019-01;Lituanie;Consommation brute;1,173514929
2019-02;Lituanie;Consommation brute;0,996772148
2019-03;Lituanie;Consommation brute;1,057329601
2019-04;Lituanie;Consommation brute;0,96835268
2019-05;Lituanie;Consommation brute;0,986224079
2019-06;Lituanie;Consommation brute;0,95970369
2019-07;Lituanie;Consommation brute;0,950274801
2019-08;Lituanie;Consommation brute;0,960690949
2019-09;Lituanie;Consommation brute;0,950643511
2019-10;Lituanie;Consommation brute;1,03045026
2019-11;Lituanie;Consommation brute;1,052149791
2019-12;Lituanie;Consommation brute;1,088079399
2020-01;Lituanie;Consommation brute;1,104555253
2020-02;Lituanie;Consommation brute;1,024902559
2020-03;Lituanie;Consommation brute;1,019752239
2020-04;Lituanie;Consommation brute;0,87438843
2020-05;Lituanie;Consommation brute;0,899856849
2020-06;Lituanie;Consommation brute;0,908340299
2020-07;Lituanie;Consommation brute;0,925564639
2020-08;Lituanie;Consommation brute;0,956873361
2020-09;Lituanie;Consommation brute;0,94880539
2020-10;Lituanie;Consommation brute;1,018392191
2020-11;Lituanie;Consommation brute;1,04843786
2020-12;Lituanie;Consommation brute;1,11253802
2021-01;Lituanie;Consommation brute;1,140918259
2021-02;Lituanie;Consommation brute;1,06790742
2021-03;Lituanie;Consommation brute;1,057590839
2021-04;Lituanie;Consommation brute;0,93124977
2021-05;Lituanie;Consommation brute;0,94629915
2021-06;Lituanie;Consommation brute;0,941611231
2021-07;Lituanie;Consommation brute;0,992405139
2021-08;Lituanie;Consommation brute;0,96099675
2021-09;Lituanie;Consommation brute;0,985022902
2021-10;Lituanie;Consommation brute;1,040398899
2021-11;Lituanie;Consommation brute;1,074888821
2021-12;Lituanie;Consommation brute;1,234888299
2022-01;Lituanie;Consommation brute;1,18692506
2022-02;Lituanie;Consommation brute;1,04950516
2022-03;Lituanie;Consommation brute;1,135654409
2022-04;Lituanie;Consommation brute;1,006087641
2022-05;Lituanie;Consommation brute;0,931364983
2022-06;Lituanie;Consommation brute;0,90635423
2022-07;Lituanie;Consommation brute;0,977568971
2022-08;Lituanie;Consommation brute;1,008678849
2022-09;Lituanie;Consommation brute;0,89618459
2022-10;Lituanie;Consommation brute;0,94087113
2022-11;Lituanie;Consommation brute;1,007701639
2022-12;Lituanie;Consommation brute;1,122938629
2023-01;Lituanie;Consommation brute;1,08808824
2023-02;Lituanie;Consommation brute;0,969070348
2023-03;Lituanie;Consommation brute;1,029590549
2023-04;Lituanie;Consommation brute;0,902371819
2023-05;Lituanie;Consommation brute;0,898715459
2023-06;Lituanie;Consommation brute;0,877458551
2023-07;Lituanie;Consommation brute;0,88512943
2023-08;Lituanie;Consommation brute;0,943069379
2023-09;Lituanie;Consommation brute;0,898517811
2023-10;Lituanie;Consommation brute;1,01668872
2023-11;Lituanie;Consommation brute;1,073080322
2023-12;Lituanie;Consommation brute;1,135544089
2024-01;Lituanie;Consommation brute;1,220539979
2024-02;Lituanie;Consommation brute;1,028392999
2024-03;Lituanie;Consommation brute;1,015144451
2024-04;Lituanie;Consommation brute;0,9530786
2024-05;Lituanie;Consommation brute;0,898625401
2024-06;Lituanie;Consommation brute;0,91298154
2024-07;Lituanie;Consommation brute;0,978733501
2024-08;Lituanie;Consommation brute;0,959115271
2024-09;Lituanie;Consommation brute;0,932238932
2024-10;Lituanie;Consommation brute;1,02193006
2024-11;Lituanie;Consommation brute;1,087633823
2024-12;Lituanie;Consommation brute;1,133331951
2025-01;Lituanie;Consommation brute;1,140617139
2025-02;Lituanie;Consommation brute;1,03467103
2025-03;Lituanie;Consommation brute;1,000966799
2025-04;Lituanie;Consommation brute;0,892713445
2025-05;Lituanie;Consommation brute;0,922294408
2025-06;Lituanie;Consommation brute;0,858189251
2025-07;Lituanie;Consommation brute;0,913198732
2025-08;Lituanie;Consommation brute;0,85971111
2025-09;Lituanie;Consommation brute;0,89624736
2025-10;Lituanie;Consommation brute;1,005956138
2025-11;Lituanie;Consommation brute;1,105285426
2016-01;Lettonie;Consommation brute;0,722652
2016-02;Lettonie;Consommation brute;0,618788
2016-03;Lettonie;Consommation brute;0,639307
2016-04;Lettonie;Consommation brute;0,574926
2016-05;Lettonie;Consommation brute;0,556129
2016-06;Lettonie;Consommation brute;0,525179
2016-07;Lettonie;Consommation brute;0,540403
2016-08;Lettonie;Consommation brute;0,557365
2016-09;Lettonie;Consommation brute;0,549502
2016-10;Lettonie;Consommation brute;0,614423
2016-11;Lettonie;Consommation brute;0,64533
2016-12;Lettonie;Consommation brute;0,663357
2017-01;Lettonie;Consommation brute;0,693059
2017-02;Lettonie;Consommation brute;0,620038
2017-03;Lettonie;Consommation brute;0,643673
2017-04;Lettonie;Consommation brute;0,575191
2017-05;Lettonie;Consommation brute;0,566758
2017-06;Lettonie;Consommation brute;0,524515
2017-07;Lettonie;Consommation brute;0,536157
2017-08;Lettonie;Consommation brute;0,567107
2017-09;Lettonie;Consommation brute;0,56541
2017-10;Lettonie;Consommation brute;0,630939
2017-11;Lettonie;Consommation brute;0,638838
2017-12;Lettonie;Consommation brute;0,658738
2018-01;Lettonie;Consommation brute;0,691766
2018-02;Lettonie;Consommation brute;0,644783
2018-03;Lettonie;Consommation brute;0,675428
2018-04;Lettonie;Consommation brute;0,577337
2018-05;Lettonie;Consommation brute;0,569883
2018-06;Lettonie;Consommation brute;0,541642
2018-07;Lettonie;Consommation brute;0,569633
2018-08;Lettonie;Consommation brute;0,583812
2018-09;Lettonie;Consommation brute;0,554635
2018-10;Lettonie;Consommation brute;0,620253
2018-11;Lettonie;Consommation brute;0,637465
2018-12;Lettonie;Consommation brute;0,678112
2019-01;Lettonie;Consommation brute;0,697044
2019-02;Lettonie;Consommation brute;0,61069
2019-03;Lettonie;Consommation brute;0,643733
2019-04;Lettonie;Consommation brute;0,57746
2019-05;Lettonie;Consommation brute;0,579072
2019-06;Lettonie;Consommation brute;0,551718
2019-07;Lettonie;Consommation brute;0,551992
2019-08;Lettonie;Consommation brute;0,575689
2019-09;Lettonie;Consommation brute;0,562172
2019-10;Lettonie;Consommation brute;0,610809
2019-11;Lettonie;Consommation brute;0,622132
2019-12;Lettonie;Consommation brute;0,643835
2020-01;Lettonie;Consommation brute;0,655237
2020-02;Lettonie;Consommation brute;0,614147
2020-03;Lettonie;Consommation brute;0,626574
2020-04;Lettonie;Consommation brute;0,553084
2020-05;Lettonie;Consommation brute;0,547452
